No.,Bangla Emails,Label
2279,"আপনি আগামি ৪ জুন ২০২২ তারিখে ইউজিভি ক্যাম্পাসে অনুষ্ঠিত ফাইনাল কন্টেস্টের জন্য নির্বাচিত হয়েছেন ! উক্ত ফাইনাল কন্টেস্টে অংশগ্রহণ করতে হলে আপনাকে অবশ্যই ৩১ জুন ২০২২ রাত ১০ টার মধ্যে পুনরায় রেজিস্ট্রেশন করতে হবে। অন্যথায় আপনি ফাইনাল কন্টেস্টে অংশগ্রহণ করতে পারবেন না। কোন রেজিস্ট্রেশন ফি দিতে হবে না।

Registration link : https://docs.google.com/forms/d/1cQ3stbmzNvAczQ4PZfuWRvEAhiCM6FzvKpdl3ZBzj08/edit",2
2280,"আপনি আপনার অ্যাকাউন্টে 3টি বিটকন ($14,242 USD) পেয়েছেন। স্থানান্তর গ্রহণ করতে নিবন্ধন করুন [লিংক]",1
2281,"আপনি আপনার অ্যাকাউন্টে 3টি বিটকন ($14,242 USD) পেয়েছেন। স্থানান্তর গ্রহণ করতে নিবন্ধন করুন [লিংক]",1
2282,"আপনি আপনার ব্যবসার অর্থায়ন সাহায্য প্রয়োজন?
তারপর কিছু বিশেষজ্ঞের পরামর্শের জন্য একজন আর্থিক উপদেষ্টা নিয়োগ করুন।
0MEE980223718/?l=%2Fhire%2Ffinance%3Futm_campaign%3Dpart%26utm_medium%3Demail%26utm_বিজ্ঞাপন%3D&uniqid=50537696-52418-62ea0a51-f1b6eac3&linkid=16",1
2283,আপনি আমন্ত্রিত ব্যবহারকারীদের যে মুদ্রার পরিমাণের 15% পাবেন।,2
2284,"আপনি আমাদের  অটোমেটেড সফটওয়্যার জেনারেট সিস্টেম থেকে বাছাইকৃত হয়েছেন।
আপনার জন্য ৯০% ডিসকাউন্ট এই ডিসকাউন্টটি আর মাত্র এক ঘণ্টার জন্য প্রযোজ্য থাকবে।
 আপনি যদি ডিসকাউন্ট এর সময় বাড়াতে চান তাহলে এখনই ৫০০ টাকা পেমেন্ট করুন।",1
2285,"আপনি আমাদের £100,000 গিফট জ্যাকপটে 1 সপ্তাহের ফ্রি সদস্যপদ জিতেছেন!",1
2286,"আপনি আমাদের xyz.com একাডেমি থেকে স্কলারশিপ পেয়েছেন 
আপনি আমাদের যেকোনো কোর্স একবারে ফুল পেমেন্ট করে এনরোল করলে
 আমাদের ৩০+ কোর্স রয়েছে। সেগুলো লাইফ টাইম ফ্রি,এখনই কোর্স এনরোল করার আগে ৫০০০ টাকা পেমেন্ট করুন।
শুধু মাত্র এখনই পেমেন্ট করলে আপনার স্কলারশিপ টি গ্রহণযোগ্য বলে বিবেচিত হবে।",1
2287,আপনি আমাদের এই পণ্য ক্রয় করার জন্য ৫০০ টাকা পেমেন্ট করলেই ৩০% ডিসকাউন্ট পাচ্ছেন।,4
2288,আপনি আমাদের এই পণ্য ক্রয় করার জন্য ৫০০ টাকা প্রি-পেমেন্ট করলেই ৩০% ডিসকাউন্ট পাচ্ছেন।,4
2289,আপনি আমাদের এই পণ্য ক্রয় করার জন্য এখন ৫০০ টাকা পেমেন্ট করলেই ৩০% ডিসকাউন্ট পাচ্ছেন।,1
2290,আপনি আমাদের এই সপ্তাহের লাকি উইনার,0
2291,আপনি আমাদের এই সপ্তাহের লাকী উইনার ,1
2292,আপনি আমাদের এই সপ্তাহের লাকী উইনার । ,1
2293,"আপনি আমাদের পাইথন এবং নেটওয়ার্কিং এর জন্য সিলেক্ট হয়েছেন।
 ১৯/০৮/২০২২ তারিখ থেকে আপনার ক্লাস শুরু হবে। সন্ধ্যা ৯.৩০ ঘটিকা আপনার প্রথম ক্লাস শুরু হবে।",0
2294,"আপনি আমাদের প্রাথমিক পরিক্ষায় পাশ করেছেন, তাই আপনি আমাদের ডিজিটাল মার্কেটিং কোর্সটি করতে পারবেন সম্পূর্ণ ফ্রি।",1
2295,"আপনি আর চিলিং চ্যাম্পের প্রশাসক নন তা নিশ্চিত করতে আপনি এই ইমেলটি পাচ্ছেন। 30 জুলাই, 2022 সকাল 7:39 টায় আপনাকে সরিয়ে দেওয়া হয়েছিল।",2
2296,আপনি আসলে বিষণ্নতার সাথে লড়াই করতে পারেন না | হার্টসাপোর্টে বেঞ্জামিন স্লেজ,4
